,0,1
81,"mình đặt online rồi ra tiệm nhận máy đươc không ạ , có full hộp hay bị bóc hộp rồi ạ","Chào anh ! Dạ sản phẩm anh đặt mua online giá sốc và nhận hàng tại siêu thị bình thường ạ, đây là máy mới 100% chính hãng còn nguyên seal ạ. Để mua hàng được thuận tiện hơn và nhanh nhất anh có thể nói cho em biết anh đang ở quận huyện, tỉnh nào để em kiểm tra xem còn hàng không anh nha.  Mong nhận được phản hồi từ anh."
82,Hãng k bán sạc nhanh cho ip ạ?,Chào chị  Hiện bên em chưa có kinh doanh sạc nhanh chính hãng cho IPhone chị nhé. Hiện chị có thể liên hệ trung tâm bảo hành Apple để có thông tin về nơi kinh doanh sạc nhanh cho sản phẩm ạ. Xin gửi thông tin đến chị.
83,Quận đống đa còn những shop nào có đt xr trắng vậy shop,"Chào chị  Hiện em kiểm tra thì sản phẩm có màu trắng tại các siêu thị sau chị nhé: 25-27 Xã Đàn, P. Phương Liên, Q. Đống Đa, TP. Hà Nội (ngã tư Xã Đàn - Phạm Ngọc Thạch) Điện Máy Xanh Số 159 Thái Hà, P. Láng Hạ, Q. Đống Đa, TP. Hà Nội Hiện chị xin vui lòng nhấp vào ĐÂY để đặt hàng sản phẩm với chương trình khuyến mãi giá giảm online chị nhé, do chương trình này bên em không hỗ trợ đặt hàng được ạ.  Xin gửi thông tin đến chị."
84,Iphone xr và iphone 8 plus xét về camera thì may nào chup tốt hon v,Dạ chào anh ! Dạ với trường hợp này của anh với 2 dòng sản phẩm điện thoại trên camera trước và sau 2 máy gần như tương đương nhau ạ  Thông tin đến anh.
85,"Mua ngay giá online17.990.000 đ, nếu sinh nhật trong tháng 5 thì được giảm thêm 600.000 đ, còn 17.390.000 à.","Chào chị, Dạ với 2 khuyến mãi này không áp dụng kèm chị nhé, vui lòng chọn 1 trong 2 thôi nha, chị giúp em chị mua sản phẩm giá 17.990.000 thì không áp dụng sinh nhật trong tháng 5 nữa nhé, vui lòng cho biết địa chỉ(tỉnh thành, quận huyện) của chị rồi siêu thị bên em sẽ kiểm tra sau đó hỗ trợ nhé. Mong phản hồi từ chị."
86,tôi ở hoàn kiếm đến cửa hàng nào là gần nhất nhỉ?,"Chào anh. Dạ anh gần quận nào vậy anh chứ em không phải là người Hà Nội em không biết địa lý khu vực của mình anh nha, Thông tin đến anh."
87,Bạn ơi mua iPhone XR 64G online thì bao nhiêu và mua tại của hàng giá bao nhiêu,"Chào anh. Dạ sản phẩm Điện thoại iPhone Xr 64GB anh đặt hàng online tại siêu thị có hàng rồi ra siêu thị mua hàng thì anh mua giá 17.990.000₫  còn anh không đặt hàng online mà ra siêu thị mua hàng luôn thì giá 19.990.000đ anh nha, Thông tin đến anh. "
88,Trả trước 2tr thì góp nhiu vậy ad,"Chào anh. Dạ anh vui  lòng cho em xin thông tin khu vực, và anh vui lòng cho em biết thêm luôn giấy tờ anh có như CMND, Hộ khẩu(hoặc bằng lái) và hóa đơn điện và số tháng anh muốn góp bên em mới hỗ trợ anh được anh nha, Thông tin đến anh. "
89,Bạn ơi mua online iPhone XR 64G thì có được tư vấn và trả góp không hả bạn. Mình ở TP Hà Nội quận Nam Từ Liêm,"Chào anh. Dạ vẫn hỗ trợ anh mua góp nhưng sẽ không được hỗ trợ  gói lãi suất đặc biệt: 0%, 0.5%, 1% và 1.29% anh nha, anh vui lòng cho em biết giấy tờ anh có như CMND, Hộ khẩu(hoặc bằng lái) và hóa đơn điện , số tiền anh muốn trả trước và số tháng anh muốn góp bên em sẽ hỗ trợ anh nhé.  Thông tin đến anh. "
90,Giá 17990000 là áp dụng mua online còn mục thường vẫn là 19990000 phải ko vậy,"Chào chị. Dạ đúng rồi chị nếu tại khu vực chị có hàng chị nên đặt hàng online giá sốc rồi ra siêu thị nhận hàng để được mua giá 17.990.000₫ còn chị ra trực tiếp siêu thị không đặt hàng trước thì giá sẽ là 19.990.000₫ ạ, Thông tin đến chị."
91,Cho em hỏi xr có ảnh nền động vào màn hình khoá dc k ạ ?,Chào chị  Dạ trường hợp này rất tiếc là iphone XR không hỗ trợ hình nền động ở màn hình khóa ạ. Mong chị thông cảm nhé  Thông tin đến chị 
92,iPhone XR 64G mới giá bao nhiêu,Chào anh. Dạ iPhone Xr 64GB bên em đang có giá trị 19.990.000₫ khi mua thường và giá sốc online 17.990.000₫. Mình có thể chia sẻ khu vực mình (thị xã/quận/huyện tỉnh/thành phố) để em kiểm tra mình có thể mua với giá sốc không anh nhé. Mong phản hồi sớm nhất từ anh.
93,"Cho em hoi e sai 5s ma sao gio viet k co dau duoc, e sai kieu tellex, chi viet duoc vay thoi chu k bo dau cau duoc, nho giup do",Chào anh! Dạ với trường hợp này để có thể gõ được tiếng Việt hoặc nhắn tin có dấu trên iPhone thì anh thao tác như sau: - Bước 1: trên iPhone vào Cài đặt -> Chọn Cài đặt chung. - Bước 2: chọn Quốc tế. - Bước 3: chọn Thêm Bàn phím Mới. Và chọn Tiếng Việt. - Bước 4: quay trở ra phần Cài đặt chung -> Chọn Bàn phím. Và chọn Tiếng Việt Như vậy là xong phần thiết lập  - Bước 5: bây giờ vào Tin nhắn và chọn vào biểu tượng có hình quả địa cầu để chuyển đổi bàn phím qua tiếng Việt. *Lưu ý: kiểu gõ tiếng... Xem tiếp ▾
94,"Mình đặt mua mà ở địa phương k có, nhưng mang từ huyện khác tới, liệu có lâu tới mấy ngày k ạ","Chào chị, Dạ trường hợp này thì từ khoảng 2 đến 7 ngày sẽ có sản phẩm cho chị và vui lòng giúp em đặt chuyển hàng sản phẩm về chị nhé Thân gửi đến chị."
95,Ad làm ơn cho biết sao ko thấy Xs giảm giá mà cứ toàn là Xr và X ko vậy?,"Chào chị, Dạ trường hợp này thì chị thông cảm chị nhé, giảm giá sản phẩm thì tùy theo sản phẩm chị nha, mong chị thông cảm cho bên em việc này chị nhé, hay là mình mua sản phẩm Xs Max không giảm giá ạ Thân gửi đến chị."
96,Xr voi 8 plus cái nao chup hinh dep hon va cái nào sử dụng muot hon. Ok hon. Ko nói tới choi game nha,"Chào anh! Về độ mượt thì các dòng iPhone đều như nhau vì cùng hệ điều hành IOS ạ, chụp hình thì XR chụp đẹp hơn, tuy nhiên nếu anh cảm thấy anh cần dùng 3D Touch thì anh nên chọn iPhone 8 Plus nếu anh thấy 3D Touch không cần thiết lắm thì anh nên chọn iPhone XR ạ. Nếu anh đang có nhu cầu mua hàng thì anh vui lòng để lại số điện thoại để bên em liên hệ giúp anh đặt hàng anh nhé. Mong phản hồi từ anh!"
97,Iphone xr phien ban gi vay QTV,"Chào anh. Dạ bên em kinh doanh là bản quốc để được phân phối chính hãng tại thị trường Việt Nam anh nha, Thông tin đến anh. "
98,Đặt online có được giảm thêm sinh nhật tháng 5 ko?,Chào chị. Dạ sản phẩm Điện thoại iPhone Xr 64GB chị đặt giá thường 19.990.000₫ thì chị được hỗ trợ sinh nhật tháng 5 còn chị đặt giá sốc online không hỗ trợ khuyến mãi sinh nhật chị nha. Thông tin đến chị.
99,Màn hình hien thi cua xr dep ko. Có bị rỗ ko,"Chào anh, Dạ mình kiểm tra màn hình máy Phone Xr có khả năng hiển thị rất tốt và không có tình trạng bị rỗ anh nhé. Xin thông tin đến anh ạ."
100,vỏ nhôm hay nhựa vậy bạn ơi XR,Chào anh  Dạ trường hợp này Iphone XR được hoàn thiện từ khung nhôm và mặt kính cường lực ạ  Thông tin đến anh 
101,Cái này có nút ảo trên mang hình ko a,Chào anh ! Xin lỗi để anh chờ lâu ! Dạ trường hợp này sản phẩm trên có hỗ trợ phím ảo AssistiveTouch anh nhé Thông tin đến anh.
102,"ad ơi e mua iphone XR hôm 12/5 sử dụng đến giờ e thấy sạc pin thì đến 99% thì phải mất tầm 10p mới lên thêm được 1% để đủ 100% , e chưa sạc qua đêm lần nào , như vậy có ổn k nhỉ ad ?",Chào anh ! Xin lỗi để anh chờ lâu ! Dạ trường hợp này tối ưu pin trên mỗi sản phẩm cũng như mỗi mức pin sẽ khác nhau nên tình trạng trên là bình thường anh nhé Mong anh yên tâm
103,Xr xóa phông khi chup nguoi thoi chu ko xóa phông chụp vật thể dc ha,"Chào anh  Dạ đúng là máy chỉ xoá phông khi chủ thể là người thôi ạ, còn chủ thể khác thì máy không hỗ trợ xoá phông ạ. Thông tin đến anh!"
104,Có bản 1sim không?,Chào anh Dạ bên em chỉ đang có bản Nano SIM & eSIM thôi ạ. Nếu anh quan tâm đến sản phẩm thì anh có thể cung cấp cho em thông tin khu vực anh đang sống để em kiểm tra hàng giúp anh được không ạ?  Mong nhận được phản hồi từ anh.
105,"TGDD ơi. Em có mua máy iPhone 6s plus đã qua sử dụng, em muốn đổi qua máy này có được không, trả tiền phí đổi trả theo quy định cty. Cảm ơn tgđ.",Chào anh ! Dạ không biết sản phẩm của anh là phiên bản bao nhiêu GB vậy ạ. Mong sớm nhận được phản hồi từ anh !
106,"xin cho hỏi: Tại Gia Lai có IP xr 64 o? Nếu có, vui lòng call 0985.329.379","Chào anh !  Dạ em kiểm tra thì hiện tại sản phẩm này ở địa chỉ anh quan tâm hiện không có hàng anh nha, mong anh thông cảm, nếu anh quan tâm đến sản phẩm anh có thể phản hồi lại cho bên em để bên em hỗ trợ giúp anh đặt hàng anh nha. Mong sớm nhận được phản hồi từ anh !"
107,"Mình đặt ip xr trong những ngày có ctr khuyến mãi nhưng nv nói k có hàng phải đặt, 7 đến 10 ngày mới có. Vậy cho mình hỏi khi có hàng về mình còn được hưởng giá khuyến mãi không. Vì tới khi có hàng khả năng đã hết đợt khuyến mãi rồi.","Chào chị ! Dạ giá sốc 17.990.000đ sẽ không áp dụng khi chuyển hàng nha chị, chị sẽ mua giá thường 19.990.000đ nha chị, mong chị thông cảm nha. Thông tin đến chị."
108,giữa xr và 8+ máy nào chơi game ổn định hơn v ad,"Chào anh! Dạ với trường hợp này theo em tìm hiểu thì cả hai sản phẩm trên đều chơi game ổn định, tuy nhiên sản phẩm iphone xr có cấu hình mạnh hơn nên sẽ chơi game tốt hơn anh nhé. Thân chào anh !"
109,anh ơi cho em hỏi là mua online và mua giá thường là như nào mà sao nó lại chênh giá đến vậy ạ,"Chào anh, Anh mua giá online thì anh cần phải tự chủ động đặt hàng trên website theo hướng dẫn, do đây là khuyến mãi dành riêng cho khách hàng đặt online nên giá rẻ hơn, ngoài ra không có khàc biệt gì với mua tại siêu thị ạ. Thông tin đến anh ạ. "
110,Shop cho mình hỏi mình trả trước xr 10% đc k,"Chào anh, Anh trả trươc 10% được ạ. Anh vui lòng cung cấp thông tin anh mua giá thường hay giá online, số tháng góp và các giấy tờ anh hiện có để bên em tư vấn gói lãi suất phù hợp cho anh ạ. Mong phản hồi từ anh."
111,Cái này trả góp thê nào shop hề,"Chào anh Thắng, Anh vui lòng cung cấp thông tin anh mua máy giá thường hay giá online, số tiền anh có thể trả trước, số tháng góp và các giấy tờ anh hiện có để bên em tư vấn gói lãi suất phù hợp cho anh ạ. Mong phản hồi từ anh."
112,Ip xr với samsug a6 plus cai nao to hơn và chup hinh dep hon,Chào anh! Nếu chỉ xét về màn hình hiển thị thì máy Iphone Xr sẽ to ơn 0.1 inch so với A6 plus ạ. Và theo như em đánh giá thì máy Iphone Xr vẫn sẽ cho camera chụp hình cực kỳ đẹp hơn anh nhé. Thông tin đến anh!
113,Em mua tại store thì có giá 17.990 ko ạ ?,"Chào chị, Dạ mua giá 17.990.000 này ở siêu thị bên em trực tiếp cũng được chị nhé, tuy nhiên vui lòng giúp em chị đặt sản phẩm trước ở website rồi sau đó ra mua sản phẩm ạ, vui lòng cho biết địa chỉ(tỉnh thành, quận huyện) của chị rồi siêu thị bên em sẽ kiểm tra sau đó hỗ trợ nhé. Mong phản hồi từ chị."
114,kích thước chiều ngang camera xr có bằng so với x/xs/xs max không ạ,"Chào anh, Dạ chiều ngang của các sản phẩm này khác nhau anh nhé Thân gửi đến anh."
115,720p trên máy này có xem được video full hd trên youtube k ad,"Chào anh, Dạ iphone XR vẫn xem được youtube ở chất lượng 1080p(Full HD) và còn tuỳ vào video có chất lượng như thế nào anh nha. Thông tin đến anh."
116,Ip x và xr cái nào chup hinh dep hon,"Chào anh  Dạ theo đanh giá của em thì thiết bị Iphone X có khả năng chụp ảnh tốt hơn anh nhé tuy nhiên tùy vào độ sáng, tay cầm, vị trí,... mà chất lượng hình ảnh có thể bị chêch lệch anh nhé. . Xin thông tin đến anh."
117,Loại này chup hinh xóa phông dc ko. Camera chup dep ko,Chào anh ! Xin lỗi để anh chờ lâu ! Dạ trường hợp này iPhone XR có hỗ trợ chụp xóa phông anh nhé và máy tuy chỉ có camera đơn nhưng được cải tiến rất nhiều nên sẽ cho lại chụp hình rất ấn tượng đó anh. Thông tin đến anh.
118,mình mua máy tại tgdd đồng Nai ... mới mua sẽ 2 ngày thôi... qtv kiểm tra dìm mình máy này phải máy quốc tế ko vì ko kích hoạt đã esim số máy MRY72VN/A Imei 35 xxxx9 325863 0 Imei sim kỹ thuật số 35 xxxx9 342185 7 Máy mình mua mới 100% . Số Đt mua hàng : xxxx854916,Dạ em chào chị. Dạ với thông tin chị cung cấp thì bên em kiểm tra thì máy mình là máy mới chị nha. Các sản phẩm bên em bán ra là máy quốc tế và chính hãng chị nhé. Nếu cần hỗ trợ những gì thì mình phải hồi ở dưới giúp em nha.  Thông tin đến chị.
119,Máy mình mới mua tại tgdd đc 2 ngày..... Mình có ra cửa hàng vietttel đk làm esim thì máy báo lỗi này.... mình đã thử làm lại mã QR khác.... và cũng thử đổi số khác để đăng ký esim.... tổng cộng hết 150k .... cho nhiều lần đổi.... Vậy có phải máy mình mua bị lỗi esim.... vậy có đc hỗ trợ đổi máy mới không....????,@TRÂM: Lỗi Không thể hoàn tất thay đổi gói cước di động. Không thể thiết lập gói cước di động của bạn...xin hãy thử lại sau
